State,County_x,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",Economic_typology_2015,POP_ESTIMATE_2018,N_POP_CHG_2018,Births_2018,Youth_rate,Deaths_2018,NATURAL_INC_2018,INTERNATIONAL_MIG_2018,DOMESTIC_MIG_2018,NET_MIG_2018,RESIDUAL_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,POVALL_2018,PCTPOVALL_2018,POV017_2018,PCTPOV017_2018,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,have_confirmed_18,GEOID,AWATER,COUNTYFIPS,TotalHospitalsInCounty,TotalBedsInCounty,AREA,ATH,CTF,CTH,LEVEL 1,LEVEL 1 PEDIATRIC,LEVEL 3,LEVEL I,LEVEL I PEDIATRIC,"LEVEL I, LEVEL I PEDIATRIC","LEVEL I, LEVEL II PEDIATRIC","LEVEL I, LEVEL PEDIATRIC",LEVEL II,LEVEL II PEDIATRIC,"LEVEL II, LEVEL II PEDIATRIC","LEVEL II, LEVEL III PEDIATRIC","LEVEL II, LEVEL PEDIATRIC",LEVEL III,LEVEL III PEDIATRIC,"LEVEL III, LEVEL III PEDIATRIC",LEVEL IV,LEVEL PEDIATRIC,LEVEL V,NOT AVAILABLE,NOT DESIGNATED,PARC,REGIONAL TRAUMA CENTER,RPTC,RTC,RTH,TRAUMA SYSTEM HOSPITAL,TRF,TRH,UNCLASSIFIED,CHILDREN,CHRONIC DISEASE,CRITICAL ACCESS,GENERAL ACUTE CARE,LONG TERM CARE,MILITARY,PSYCHIATRIC,REHABILITATION,SPECIAL,WOMEN,NoOfAirports
MS,Prentiss,7,9,3614,5721,5565,2080,21.3,33.7,32.8,12.2,3,25315,74,301,0.103535453,277,24,-1,52,51,-1,929,11.90758763,10.95814542,0.949442203,-0.039560092,2.057124773,2.017564681,4808,19.8,1544,28.1,0,11207,10722,485,4.3,41281,92.2687,FALSE,28117,8324262,28117,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MS,Quitman,6,4,1447,1489,1433,561,29.4,30.2,29.1,11.4,1,7051,-185,85,0.113459084,104,-19,4,-172,-168,2,115,11.8989291,14.55868972,-2.659760622,0.559949605,-24.077833,-23.51788339,2604,37.6,876,55,0,2432,2248,184,7.6,27767,62.063,FALSE,28119,3676001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MS,Rankin,2,2,10913,27165,35159,30215,10.5,26.3,34,29.2,0,153902,983,1716,0.099387922,1217,499,174,320,494,-10,5893,11.18567504,7.932964171,3.252710864,1.134211804,2.085906767,3.220118571,14162,9.6,4216,12,1,76149,73554,2595,3.4,66296,148.1806,FALSE,28121,79136591,28121,7,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,11
MS,Scott,6,6,4743,6557,4817,2337,25.7,35.5,26.1,12.7,3,28287,-142,468,0.134761551,342,126,51,-319,-268,0,228,16.5032795,12.06008886,4.443190634,1.798434304,-11.24903026,-9.450595952,7135,25.5,2733,36.8,0,13152,12637,515,3.9,38034,85.0112,FALSE,28123,3001523,28123,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15
MS,Sharkey,8,7,791,729,930,563,26.3,24.2,30.9,18.7,1,4377,-46,52,0.119259767,54,-2,2,-47,-45,1,108,11.81818182,12.27272727,-0.454545455,0.454545455,-10.68181818,-10.22727273,1444,33.6,516,49.1,0,1686,1568,118,7,28887,64.5664,FALSE,28125,8806463,28125,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MS,Simpson,2,2,4002,6051,5871,2288,22,33.2,32.2,12.6,0,26758,-184,292,0.09899843,320,-28,7,-161,-154,-2,607,10.87523278,11.91806332,-1.04283054,0.260707635,-5.996275605,-5.73556797,5200,19.8,1856,30.6,1,10931,10439,492,4.5,38173,85.3219,FALSE,28127,3378528,28127,2,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
MS,Smith,8,7,2013,4582,2957,1364,18.4,42,27.1,12.5,3,16002,-79,182,0.097675291,169,13,-1,-89,-90,-2,112,11.34557242,10.53517439,0.81039803,-0.06233831,-5.548109591,-5.610447901,2660,16.8,908,24.8,0,6752,6456,296,4.4,46764,104.5239,FALSE,28129,2599432,28129,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
MS,Stone,6,6,2351,4056,3780,1724,19.7,34.1,31.7,14.5,0,18717,93,207,0.09328418,179,28,16,50,66,-1,1914,11.08700892,9.58731689,1.499692028,0.856966873,2.678021478,3.534988351,3378,20.1,1082,27.9,0,6791,6422,369,5.4,44622,99.7363,FALSE,28131,6712351,28131,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
MS,Sunflower,7,8,4773,5191,4942,2714,27.1,29.5,28,15.4,0,25735,-411,279,0.103633184,303,-24,6,-395,-389,2,4108,10.75538251,11.6805767,-0.925194194,0.231298549,-15.22715445,-14.9958559,7041,32.6,2378,42.3,0,7837,7226,611,7.8,31329,70.0246,FALSE,28133,23747315,28133,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
MS,Tallahatchie,7,9,3094,3148,2581,1133,31.1,31.6,25.9,11.4,1,13987,-158,150,0.093443912,161,-11,6,-154,-148,1,2441,10.66401251,11.4460401,-0.782027584,0.426560501,-10.94838618,-10.52182568,3852,33.4,1098,40.5,0,5399,5114,285,5.3,32692,73.0711,FALSE,28135,17929624,28135,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
MS,Tate,1,1,3417,6043,5857,3226,18.4,32.6,31.6,17.4,0,28759,99,342,0.096387218,302,40,39,21,60,-1,1452,11.91243317,10.51916613,1.393267037,1.358435361,0.731465194,2.089900556,4827,17.6,1667,25.9,1,12259,11659,600,4.9,48082,107.4698,FALSE,28137,16090912,28137,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MS,Tippah,6,4,3212,5155,3760,2225,22.4,35.9,26.2,15.5,3,21995,53,264,0.101795863,255,9,-7,53,46,-2,337,12.01720646,11.60752896,0.409677493,-0.31863805,2.412545235,2.093907185,3652,16.9,1224,23.1,0,9443,9033,410,4.3,39833,89.0322,FALSE,28139,5522229,28139,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MS,Tishomingo,8,6,2852,5596,3839,1361,20.9,41,28.1,10,3,19454,-123,209,0.085792125,290,-81,36,-76,-40,-2,280,10.70943609,14.85998309,-4.150547001,1.844687556,-3.894340396,-2.04965284,2912,15.2,881,21.5,0,8461,8068,393,4.6,41455,92.6576,FALSE,28141,52360190,28141,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MS,Tunica,1,1,1243,2088,2261,1132,18.5,31.1,33.6,16.8,5,9944,-58,171,0.157582462,100,71,2,-132,-130,1,104,17.146295,10.0270731,7.119221899,0.200541462,-13.23573649,-13.03519503,2599,26.5,1253,43.5,1,4477,4240,237,5.3,33143,74.0791,FALSE,28143,67530029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MS,Union,6,4,4216,5995,5972,2805,22.2,31.6,31.5,14.8,3,28606,140,369,0.105607215,259,110,13,17,30,0,283,12.93103448,9.076254556,3.854779927,0.455564901,0.595738716,1.051303617,3779,13.4,1323,18.8,0,14034,13540,494,3.5,46600,104.1574,FALSE,28145,3369003,28145,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43
MS,Walthall,9,10,1903,4464,2073,1310,19.5,45.8,21.3,13.4,0,14465,-58,171,0.101901141,175,-4,-4,-50,-54,0,129,11.79798537,12.07396164,-0.275976266,-0.275976266,-3.449703326,-3.725679592,3350,23.4,1203,36.8,0,5024,4699,325,6.5,33566,75.0246,FALSE,28147,1236552,28147,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MS,Warren,4,5,4044,9855,10316,7353,12.8,31.2,32.7,23.3,4,46176,-576,589,0.110295392,529,60,46,-683,-637,1,524,12.67648072,11.3851584,1.291322314,0.990013774,-14.69955234,-13.70953857,8766,19.2,3368,31,0,20405,19292,1113,5.5,46049,102.9258,FALSE,28149,77794284,28149,2,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,51
MS,Washington,5,8,6523,9254,8835,5696,21.5,30.5,29.2,18.8,0,45063,-1139,603,0.135188514,606,-3,4,-1147,-1143,7,732,13.21426615,13.28000877,-0.065742618,0.087656824,-25.13559415,-25.04793733,14414,32.6,5952,52,0,16727,15547,1180,7.1,33991,75.9745,FALSE,28151,94506019,28151,3,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,133
MS,Wayne,7,9,2884,5097,3370,2170,21.3,37.7,24.9,16,0,20298,-118,268,0.116218347,217,51,-3,-167,-170,1,137,13.16500467,10.65972393,2.505280739,-0.147369455,-8.203566341,-8.350935796,4318,21.4,1609,32.8,0,7506,7103,403,5.4,37401,83.5963,FALSE,28153,7255476,28153,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57
MS,Webster,9,10,1025,2453,2031,1154,15.4,36.8,30.5,17.3,0,9788,31,121,0.102268083,141,-20,-1,54,53,-2,47,12.3816833,14.42824252,-2.046559222,-0.102327961,5.5257099,5.423381939,1764,18.1,595,25.9,0,3907,3713,194,5,43349,96.8909,FALSE,28155,5947840,28155,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
MS,Wilkinson,8,7,1760,2533,1127,865,28,40.3,17.9,13.8,0,8792,-66,87,0.100204732,120,-33,0,-32,-32,-1,1112,9.858356941,13.59773371,-3.739376771,0,-3.626062323,-3.626062323,2325,30.3,716,38.7,0,2765,2530,235,8.5,29900,66.8306,FALSE,28157,25019144,28157,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MS,Winston,7,9,2561,4120,3883,2096,20.2,32.5,30.7,16.6,0,18165,-77,183,0.089347647,235,-52,0,-25,-25,0,452,10.05301178,12.9096053,-2.856593512,0,-1.373362265,-1.373362265,3717,21,1296,32.1,0,7407,6994,413,5.6,39498,88.2834,FALSE,28159,7341897,28159,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
MS,Yalobusha,7,9,1447,3303,2618,1218,16.9,38.5,30.5,14.2,3,12392,-82,147,0.103131052,170,-23,0,-58,-58,-1,156,11.82337328,13.67328883,-1.849915547,0,-4.665004424,-4.665004424,2208,18.1,842,30.8,0,5119,4865,254,5,39551,88.4019,FALSE,28161,72140595,28161,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MS,Yazoo,2,2,4271,7000,4791,2754,22.7,37.2,25.5,14.6,4,28248,-230,299,0.10050269,279,20,57,-308,-251,1,5560,10.54190318,9.836759158,0.705144026,2.009660473,-10.859218,-8.849557522,8417,37.1,2522,41.2,1,9073,8570,503,5.5,33111,74.0076,FALSE,28163,30612386,28163,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
MO,Adair,7,8,1263,4831,3354,4058,9.4,35.8,24.8,30,4,25339,33,267,0.085007301,189,78,55,-100,-45,0,2915,10.54398262,7.463718037,3.080264587,2.171981439,-3.949057163,-1.777075723,5356,23.9,897,19.9,0,10672,10297,375,3.5,40395,74.2391,FALSE,29001,5468507,29001,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
MO,Andrew,3,2,972,4609,3632,2877,8,38.1,30,23.8,0,17607,158,179,0.08530698,178,1,1,158,159,-2,192,10.21223186,10.15518028,0.057051575,0.057051575,9.014148791,9.071200365,1429,8.2,453,11.4,1,9685,9427,258,2.7,57459,105.5999,FALSE,29003,9677308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
MO,Atchison,9,10,369,1553,1119,885,9.4,39.6,28.5,22.5,1,5171,-77,51,0.084509766,78,-27,1,-51,-50,0,98,9.789807083,14.97264613,-5.182839044,0.191957002,-9.789807083,-9.597850082,600,11.8,163,16,0,2771,2702,69,2.5,49122,90.2779,FALSE,29005,7359186,29005,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
MO,Audrain,6,5,2555,8177,4340,2557,14.5,46.4,24.6,14.5,0,25473,-127,335,0.111412083,268,67,-2,-193,-195,1,2323,13.11847747,10.49478198,2.623695495,-0.078319268,-7.55780941,-7.636128679,3883,16.7,1430,25.6,0,10804,10470,334,3.1,44340,81.4894,FALSE,29007,11872817,29007,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MO,Barry,6,6,4378,10064,6632,3562,17.8,40.9,26.9,14.5,3,35886,200,414,0.095942707,379,35,42,124,166,-1,296,11.56876991,10.59073381,0.978036104,1.173643324,3.465042195,4.63868552,6658,18.8,2143,26.9,0,15592,15129,463,3,42457,78.0287,FALSE,29009,32954458,29009,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8
MO,Barton,6,6,1030,3454,2130,1460,12.8,42.8,26.4,18.1,0,11798,-11,122,0.096711307,122,0,1,-11,-10,-1,90,10.33591731,10.33591731,0,0.084720634,-0.931926971,-0.847206337,2057,17.6,642,23.9,0,5181,5021,160,3.1,41583,76.4225,FALSE,29011,12152201,29011,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
MO,Bates,1,1,1503,5206,2881,1679,13.3,46.2,25.6,14.9,1,16320,10,164,0.092830882,181,-17,0,27,27,0,311,10.0520993,11.0940852,-1.041985903,0,1.654918786,1.654918786,2267,14.2,748,20.3,1,7960,7657,303,3.8,45955,84.4575,FALSE,29013,38034974,29013,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
MO,Benton,7,10,2068,5974,4632,1965,14.1,40.8,31.6,13.4,5,19278,210,154,0.066967528,303,-149,0,359,359,0,244,8.032128514,15.80347364,-7.771345121,0,18.72424764,18.72424764,3834,20.2,1094,33.7,0,7143,6820,323,4.5,40025,73.5591,FALSE,29015,125582980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
MO,Bollinger,3,2,1792,4050,2044,820,20.6,46.5,23.5,9.4,1,12169,-117,107,0.08776399,146,-39,0,-77,-77,-1,163,8.750766714,11.94029851,-3.189531793,0,-6.29728072,-6.29728072,1871,15.6,549,21.9,1,5498,5300,198,3.6,44233,81.2927,FALSE,29017,8531303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO,Boone,3,2,6161,22382,28440,48512,5.8,21.2,27,46,4,180005,1482,2045,0.096236216,1127,918,907,-345,562,2,9034,11.40775616,6.286817208,5.12093895,5.059576937,-1.92453588,3.135041057,28584,16.8,4720,13.2,1,97114,94908,2206,2.3,55136,101.3306,TRUE,29019,14241353,29019,6,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,27
MO,Buchanan,3,2,7106,22369,18450,12510,11.8,37,30.5,20.7,3,88571,-323,1100,0.108556977,881,219,270,-810,-540,-2,4348,12.39681064,9.928718339,2.4680923,3.04285352,-9.128560561,-6.085707041,13117,15.6,4325,22.4,1,44570,43251,1319,3,52506,96.4971,FALSE,29021,17947022,29021,3,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,7
MO,Butler,5,8,5072,10505,9589,4040,17.4,36,32.8,13.8,0,42639,30,546,0.107718286,561,-15,-6,54,48,-3,858,12.80968469,13.1615991,-0.351914414,-0.140765766,1.266891892,1.126126126,8567,20.5,2932,30.2,0,18127,17297,830,4.6,38067,69.9607,FALSE,29023,11193420,29023,4,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,40
MO,Caldwell,1,1,604,2675,1779,1131,9.8,43.2,28.7,18.3,1,9108,36,97,0.085529205,89,8,2,27,29,-1,214,10.67106711,9.790979098,0.880088009,0.220022002,2.97029703,3.190319032,1281,14.4,417,19.6,1,4404,4266,138,3.1,47591,87.4642,FALSE,29025,8402195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
MO,Callaway,3,2,4303,11392,8090,6803,14.1,37.2,26.4,22.2,4,44889,-55,450,0.091225022,417,33,11,-98,-87,-1,3684,10.01859005,9.283893447,0.734696604,0.244898868,-2.181826278,-1.93692741,4795,11.7,1567,17.5,1,21087,20469,618,2.9,53970,99.1877,FALSE,29027,33192502,29027,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
MO,Camden,7,9,3688,12800,10098,7392,10.9,37.7,29.7,21.8,5,45815,366,363,0.072247081,543,-180,2,544,546,0,774,7.954943899,11.89954418,-3.944600281,0.043828892,11.92145863,11.96528752,5712,12.6,1781,22.9,0,18578,17795,783,4.2,48580,89.2818,FALSE,29029,136335803,29029,2,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9
MO,Cape Girardeau,3,2,4667,16126,14123,15353,9.3,32.1,28.1,30.5,0,78753,468,859,0.094637665,706,153,179,139,318,-3,3841,10.94002726,8.991454298,1.948572957,2.279703002,1.770272163,4.049975165,10334,13.8,2816,17.2,1,40008,38906,1102,2.8,51962,95.4973,FALSE,29031,20174864,29031,3,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2
MO,Carroll,6,4,835,2796,1501,1054,13.5,45.2,24.3,17,1,8743,-51,105,0.101109459,119,-14,-1,-36,-37,0,88,11.9746821,13.57130638,-1.59662428,-0.114044591,-4.105605292,-4.219649883,1060,12.3,409,20.8,0,4683,4536,147,3.1,47049,86.4681,FALSE,29033,17533392,29033,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60
MO,Carter,9,10,708,1568,1231,694,16.9,37.3,29.3,16.5,0,6054,-113,80,0.10654113,98,-18,-1,-95,-96,1,40,13.09221831,16.03796743,-2.94574912,-0.163652729,-15.54700925,-15.71066198,1355,22.6,495,35.3,0,2513,2384,129,5.1,34134,62.7325,FALSE,29035,4305011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
MO,Cass,1,1,5293,22934,22980,18128,7.6,33.1,33.1,26.1,0,104954,1344,1195,0.094117423,992,203,38,1105,1143,-2,1045,11.45931225,9.512667575,1.946644675,0.36439654,10.59626781,10.96066435,8427,8.1,2683,10.8,1,54386,52726,1660,3.1,71374,131.1733,TRUE,29037,14963262,29037,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64
MO,Cedar,6,6,1505,3880,2791,1482,15.6,40.2,28.9,15.3,0,14165,84,195,0.103282739,199,-4,-3,92,89,-1,156,13.80726475,14.09049069,-0.283225943,-0.212419458,6.5141967,6.301777243,2502,17.9,1006,30.2,0,5691,5495,196,3.4,37288,68.529,FALSE,29039,62603497,29039,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
MO,Chariton,9,10,528,2594,1201,977,10,48.9,22.7,18.4,1,7451,-27,78,0.09341028,107,-29,1,2,3,-1,213,10.44946078,14.33451671,-3.885055931,0.133967446,0.267934892,0.401902338,967,13.4,322,19.3,0,3760,3655,105,2.8,48421,88.9896,FALSE,29041,40353306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
MO,Christian,2,2,4552,17114,18778,15877,8.1,30.4,33.3,28.2,0,86983,1637,991,0.095627881,655,336,13,1288,1301,0,582,11.50125632,7.601738535,3.899517783,0.1508742,14.9481515,15.0990257,7388,8.6,2484,11.5,1,43619,42495,1124,2.6,58057,106.6989,FALSE,29043,3013096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
MO,Clark,9,8,714,2101,1320,644,14.9,44,27.6,13.5,1,6842,115,71,0.093686057,64,7,5,104,109,-1,90,10.46503058,9.433267006,1.031763579,0.736973985,15.32905888,16.06603287,1001,14.9,352,23.2,0,3187,3064,123,3.9,46832,86.0692,FALSE,29045,18695976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
MO,Clay,1,1,11012,46437,50816,52696,6.8,28.8,31.6,32.7,0,246365,3772,2983,0.101869178,1801,1182,183,2404,2587,3,2653,12.20145698,7.366685891,4.834771085,0.748530549,9.833155404,10.58168595,17153,7,5057,8.7,1,134903,130999,3904,2.9,68943,126.7055,FALSE,29047,28501892,29047,6,905,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,43
MO,Clinton,1,1,1191,5572,4638,2744,8.4,39.4,32.8,19.4,0,20470,-83,252,0.093991207,236,16,-10,-90,-100,1,445,12.2857909,11.50574068,0.780050216,-0.487531385,-4.387782463,-4.875313848,1793,9,608,12.9,1,10852,10510,342,3.2,58641,107.7722,FALSE,29049,11719847,29049,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42
MO,Cole,3,2,4246,16159,14918,17308,8.1,30.7,28.3,32.9,4,76796,127,890,0.099132767,683,207,99,-177,-78,-2,4917,11.59873587,8.901052357,2.697683511,1.290196462,-2.306714886,-1.016518424,6362,8.9,2019,12,1,38229,37273,956,2.5,62817,115.447,TRUE,29051,19204028,29051,2,268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
MO,Cooper,6,6,1349,4751,3507,2623,11,38.8,28.7,21.4,0,17603,-40,181,0.089530194,183,-2,13,-51,-38,0,1543,10.27066901,10.38415707,-0.113488055,0.73767236,-2.893945412,-2.156273052,2242,14,753,20.7,0,7424,7194,230,3.1,52513,96.51,FALSE,29053,11467294,29053,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
MO,Crawford,6,4,3868,6631,4464,1893,22.9,39.3,26.5,11.2,3,23957,-138,246,0.096130567,296,-50,-5,-82,-87,-1,332,10.23890785,12.31998668,-2.081078831,-0.208107883,-3.412969283,-3.621077166,3741,15.9,1274,24.1,0,10832,10407,425,3.9,42774,78.6113,FALSE,29055,3306284,29055,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21
MO,Dade,8,7,755,2405,1553,744,13.8,44.1,28.5,13.6,1,7569,-32,75,0.075175056,109,-34,6,-4,2,0,133,9.887936717,14.37046803,-4.482531312,0.791034937,-0.527356625,0.263678313,1245,16.8,384,25.2,0,3576,3479,97,2.7,41381,76.0512,FALSE,29057,42072595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
