,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
2106,2,B3 SH,NOLAN,2965.5,68.375,0.489,5.143,13.997,2.889,1,0.231
2107,2,B3 SH,NOLAN,2966.0,68.313,0.473,4.295,14.405999999999999,3.09,1,0.192
2108,2,B3 SH,NOLAN,2966.5,76.813,0.462,5.523,17.230999999999998,3.201,1,0.154
2109,2,B3 SH,NOLAN,2967.0,89.875,0.467,6.978,20.171,3.08,1,0.115
2110,3,B3 SH,NOLAN,2967.5,92.75,0.47100000000000003,8.101,20.61,3.1430000000000002,1,0.077
2111,3,B3 SH,NOLAN,2968.0,84.875,0.467,5.888,17.256,3.512,1,0.038
2112,5,B3 LM,NOLAN,2968.5,58.375,0.462,3.841,13.151,4.285,2,1.0
2113,5,B3 LM,NOLAN,2969.0,37.969,0.467,3.483,12.337,4.543,2,0.917
2114,8,B3 LM,NOLAN,2969.5,21.266,0.48,3.2060000000000004,13.2,4.551,2,0.833
2115,8,B3 LM,NOLAN,2970.0,17.641,0.513,1.9409999999999998,14.220999999999998,4.718999999999999,2,0.75
2116,8,B3 LM,NOLAN,2970.5,15.585999999999999,0.5479999999999999,1.2570000000000001,13.538,4.656000000000001,2,0.667
2117,8,B3 LM,NOLAN,2971.0,15.0,0.574,1.3159999999999998,12.112,4.336,2,0.583
2118,8,B3 LM,NOLAN,2971.5,13.617,0.596,1.367,11.133,4.441,2,0.5
2119,8,B3 LM,NOLAN,2972.0,16.25,0.624,0.521,9.831,4.547,2,0.41700000000000004
2120,8,B3 LM,NOLAN,2972.5,18.781,0.626,-0.205,8.994,4.711,2,0.33299999999999996
2121,8,B3 LM,NOLAN,2973.0,23.219,0.602,-0.073,7.641,4.582,2,0.25
2122,8,B3 LM,NOLAN,2973.5,28.328000000000003,0.565,2.51,8.281,3.9360000000000004,2,0.16699999999999998
2123,8,B3 LM,NOLAN,2974.0,45.063,0.5329999999999999,4.381,11.293,3.3280000000000003,2,0.083
2124,2,B4 SH,NOLAN,2974.5,65.125,0.523,5.516,14.943,2.8089999999999997,1,1.0
2125,2,B4 SH,NOLAN,2975.0,83.93799999999999,0.526,3.957,16.355,2.7089999999999996,1,0.958
2126,2,B4 SH,NOLAN,2975.5,82.56299999999999,0.515,2.8539999999999996,14.334000000000001,2.9360000000000004,1,0.917
2127,2,B4 SH,NOLAN,2976.0,75.5,0.493,1.4969999999999999,11.491,3.275,1,0.875
2128,2,B4 SH,NOLAN,2976.5,66.0,0.473,1.604,9.773,3.52,1,0.833
2129,2,B4 SH,NOLAN,2977.0,67.313,0.473,1.75,9.236,3.4,1,0.792
2130,2,B4 SH,NOLAN,2977.5,71.5,0.507,1.75,9.236,3.4,1,0.75
2131,2,B4 SH,NOLAN,2978.0,81.25,0.564,2.9960000000000004,10.481,3.3160000000000003,1,0.708
2132,2,B4 SH,NOLAN,2978.5,90.375,0.614,4.566,11.595999999999998,3.147,1,0.667
2133,2,B4 SH,NOLAN,2979.0,92.81299999999999,0.6459999999999999,5.412999999999999,12.898,3.1839999999999997,1,0.625
2134,2,B4 SH,NOLAN,2979.5,87.125,0.66,4.698,12.294,3.109,1,0.583
2135,2,B4 SH,NOLAN,2980.0,77.563,0.6579999999999999,2.9139999999999997,10.856,3.238,1,0.542
2136,2,B4 SH,NOLAN,2980.5,73.375,0.655,1.93,8.959,3.3360000000000003,1,0.5
2137,2,B4 SH,NOLAN,2981.0,73.438,0.6629999999999999,1.2409999999999999,8.036,3.3710000000000004,1,0.45799999999999996
2138,2,B4 SH,NOLAN,2981.5,75.25,0.664,1.355,7.922000000000001,3.2889999999999997,1,0.41700000000000004
2139,2,B4 SH,NOLAN,2982.0,76.938,0.6509999999999999,1.6219999999999999,8.533999999999999,3.127,1,0.375
2140,2,B4 SH,NOLAN,2982.5,80.188,0.611,1.913,9.171,3.1060000000000003,1,0.33299999999999996
2141,2,B4 SH,NOLAN,2983.0,88.5,0.564,1.97,9.456,3.275,1,0.292
2142,2,B4 SH,NOLAN,2983.5,98.5,0.526,1.98,10.032,3.2769999999999997,1,0.25
2143,2,B4 SH,NOLAN,2984.0,107.125,0.519,4.313,13.167,3.26,1,0.20800000000000002
2144,2,B4 SH,NOLAN,2984.5,108.75,0.535,6.545,20.311,2.822,1,0.16699999999999998
2145,3,B4 SH,NOLAN,2985.0,94.56299999999999,0.5489999999999999,9.423,25.587,2.8160000000000003,1,0.125
2146,5,B4 LM,NOLAN,2985.5,66.813,0.5670000000000001,6.296,23.489,3.065,1,0.083
2147,8,B4 LM,NOLAN,2986.0,38.781,0.588,1.993,17.245,4.199,1,0.042
2148,8,B4 LM,NOLAN,2986.5,21.016,0.611,-0.483,11.225,5.2379999999999995,2,1.0
2149,8,B4 LM,NOLAN,2987.0,17.484,0.665,0.898,6.67,5.551,2,0.9
2150,8,B4 LM,NOLAN,2987.5,16.234,0.753,-0.429,6.483,5.336,2,0.8
2151,8,B4 LM,NOLAN,2988.0,16.672,0.8320000000000001,-0.616,6.524,5.586,2,0.7
2152,8,B4 LM,NOLAN,2988.5,20.172,0.903,1.022,6.449,4.809,2,0.6
2153,4,B4 LM,NOLAN,2989.0,26.953000000000003,0.9490000000000001,2.365,7.108,4.602,2,0.5
2154,5,B4 LM,NOLAN,2989.5,37.594,0.9309999999999999,2.8369999999999997,7.124,4.586,2,0.4
2155,5,B4 LM,NOLAN,2990.0,41.188,0.838,2.13,6.756,5.32,2,0.3
2156,5,B4 LM,NOLAN,2990.5,43.531000000000006,0.684,1.6669999999999998,5.608,5.254,2,0.2
2157,6,B4 LM,NOLAN,2991.0,42.593999999999994,0.524,2.7460000000000004,8.29,3.469,2,0.1
2158,6,B4 LM,NOLAN,2991.5,54.031000000000006,0.385,3.715,15.084000000000001,2.94,1,1.0
2159,3,B5 SH,NOLAN,2992.0,69.5,0.26899999999999996,6.086,22.478,2.617,1,0.875
2160,3,B5 SH,NOLAN,2992.5,74.625,0.182,6.257000000000001,24.017,2.855,1,0.75
2161,3,B5 SH,NOLAN,2993.0,63.75,0.114,7.445,23.609,2.9139999999999997,1,0.625
2162,3,B5 SH,NOLAN,2993.5,49.468999999999994,0.055999999999999994,9.376,23.826999999999998,2.998,1,0.5
2163,3,B5 SH,NOLAN,2994.0,47.656000000000006,0.012,9.334,24.357,3.092,1,0.375
2164,3,B5 SH,NOLAN,2994.5,49.375,-0.013000000000000001,8.292,23.544,3.1910000000000003,1,0.25
2165,4,B5 LM,NOLAN,2995.0,48.031000000000006,-0.019,5.381,20.059,3.592,1,0.125
2166,8,B5 LM,NOLAN,2995.5,43.25,-0.012,3.818,17.813,4.191,2,1.0
2167,8,B5 LM,NOLAN,2996.0,35.844,0.013999999999999999,2.117,17.024,4.93,2,0.972
2168,8,B5 LM,NOLAN,2996.5,28.859,0.046,1.619,17.326,5.102,2,0.9440000000000001
2169,8,B5 LM,NOLAN,2997.0,22.609,0.077,1.6740000000000002,17.955,5.156000000000001,2,0.917
2170,8,B5 LM,NOLAN,2997.5,22.188000000000002,0.098,1.6740000000000002,17.955,5.156000000000001,2,0.889
2171,8,B5 LM,NOLAN,2998.0,22.266,0.102,0.8859999999999999,17.962,5.254,2,0.861
2172,8,B5 LM,NOLAN,2998.5,30.328000000000003,0.098,0.40399999999999997,18.053,5.102,2,0.833
2173,8,B5 LM,NOLAN,2999.0,35.313,0.1,0.10300000000000001,17.524,4.805,2,0.8059999999999999
2174,8,B5 LM,NOLAN,2999.5,46.313,0.11800000000000001,0.657,17.166,4.613,2,0.778
2175,8,B5 LM,NOLAN,3000.0,56.593999999999994,0.152,0.772,17.392,5.074,2,0.75
2176,8,B5 LM,NOLAN,3000.5,64.938,0.192,0.79,16.153,6.371,2,0.722
2177,8,B5 LM,NOLAN,3001.0,65.0,0.225,1.0959999999999999,13.26,8.062999999999999,2,0.6940000000000001
2178,8,B5 LM,NOLAN,3001.5,66.438,0.249,2.656,9.112,7.172000000000001,2,0.667
2179,8,B5 LM,NOLAN,3002.0,80.5,0.265,4.468,7.153,6.093999999999999,2,0.639
2180,8,B5 LM,NOLAN,3002.5,93.31299999999999,0.282,5.942,8.17,5.77,2,0.611
2181,8,B5 LM,NOLAN,3003.0,103.125,0.295,5.154,11.154000000000002,5.332000000000001,2,0.583
2182,8,B5 LM,NOLAN,3003.5,114.25,0.281,4.109,14.104000000000001,5.07,2,0.556
2183,8,B5 LM,NOLAN,3004.0,131.625,0.252,2.51,15.703,5.093999999999999,2,0.528
2184,8,B5 LM,NOLAN,3004.5,141.75,0.22,1.815,16.154,5.465,2,0.5
2185,8,B5 LM,NOLAN,3005.0,129.5,0.192,1.351,15.69,5.82,2,0.47200000000000003
2186,8,B5 LM,NOLAN,3005.5,120.25,0.17600000000000002,1.3030000000000002,15.982000000000001,5.324,2,0.444
2187,8,B5 LM,NOLAN,3006.0,106.625,0.172,2.035,16.374000000000002,5.129,2,0.41700000000000004
2188,8,B5 LM,NOLAN,3006.5,105.0,0.18,2.762,16.867,4.633,2,0.389
2189,8,B5 LM,NOLAN,3007.0,97.43799999999999,0.19399999999999998,2.51,16.387,4.77,2,0.361
2190,8,B5 LM,NOLAN,3007.5,97.68799999999999,0.215,1.906,15.672,4.754,2,0.33299999999999996
2191,5,B5 LM,NOLAN,3008.0,105.875,0.243,1.906,15.672,4.754,2,0.306
2192,5,B5 LM,NOLAN,3008.5,135.625,0.27899999999999997,1.3130000000000002,15.190999999999999,5.074,2,0.278
2193,5,B5 LM,NOLAN,3009.0,164.25,0.32299999999999995,1.41,14.264000000000001,4.984,2,0.25
2194,5,B5 LM,NOLAN,3009.5,168.375,0.376,1.364,13.527999999999999,4.836,2,0.222
2195,8,B5 LM,NOLAN,3010.0,137.875,0.434,0.981,12.349,4.977,2,0.19399999999999998
2196,8,B5 LM,NOLAN,3010.5,98.18799999999999,0.484,0.99,12.242,5.039,2,0.16699999999999998
2197,8,B5 LM,NOLAN,3011.0,79.188,0.519,0.655,11.796,5.141,2,0.139
2198,6,B5 LM,NOLAN,3011.5,76.188,0.529,-0.09300000000000001,10.591,4.699,2,0.111
2199,6,B5 LM,NOLAN,3012.0,88.25,0.52,-0.871,9.123,4.574,2,0.083
2200,8,B5 LM,NOLAN,3012.5,102.75,0.512,0.179,8.805,4.602,2,0.055999999999999994
2201,8,B5 LM,NOLAN,3013.0,107.56299999999999,0.517,3.99,11.585999999999999,4.754,2,0.027999999999999997
2202,3,C SH,NOLAN,3013.5,110.93799999999999,0.517,8.549,14.888,3.9,1,1.0
2203,3,C SH,NOLAN,3014.0,104.0,0.501,9.149,16.974,3.2310000000000003,1,0.9740000000000001
2204,3,C SH,NOLAN,3014.5,98.56299999999999,0.474,5.5520000000000005,18.862000000000002,2.7439999999999998,1,0.9470000000000001
2205,3,C SH,NOLAN,3015.0,91.125,0.447,3.698,17.347,2.805,1,0.9209999999999999
2206,3,C SH,NOLAN,3015.5,93.125,0.425,3.835,16.233,3.076,1,0.895
2207,3,C SH,NOLAN,3016.0,101.93799999999999,0.42200000000000004,6.1770000000000005,15.259,3.545,1,0.868
2208,3,C SH,NOLAN,3016.5,107.31299999999999,0.426,6.5329999999999995,16.416,3.492,1,0.8420000000000001
2209,3,C SH,NOLAN,3017.0,112.56299999999999,0.424,7.422000000000001,17.188,3.3810000000000002,1,0.816
2210,3,C SH,NOLAN,3017.5,110.375,0.42700000000000005,6.891,16.546,3.2889999999999997,1,0.789
2211,3,C SH,NOLAN,3018.0,113.5,0.434,8.294,16.803,3.1839999999999997,1,0.763
2212,3,C SH,NOLAN,3018.5,107.93799999999999,0.43799999999999994,7.729,18.296,3.16,1,0.737
2213,3,C SH,NOLAN,3019.0,103.5,0.44799999999999995,7.8260000000000005,19.762,3.15,1,0.711
2214,3,C SH,NOLAN,3019.5,100.25,0.467,5.943,19.253,3.2110000000000003,1,0.684
2215,3,C SH,NOLAN,3020.0,94.5,0.483,5.733,18.242,3.299,1,0.6579999999999999
2216,3,C SH,NOLAN,3020.5,94.0,0.502,5.627999999999999,16.54,3.625,1,0.632
2217,2,C SH,NOLAN,3021.0,91.18799999999999,0.526,6.157,16.840999999999998,3.656,1,0.605
2218,2,C SH,NOLAN,3021.5,89.93799999999999,0.545,6.614,16.725,3.83,1,0.579
2219,3,C SH,NOLAN,3022.0,86.5,0.562,7.712999999999999,17.14,3.617,1,0.5529999999999999
2220,3,C SH,NOLAN,3022.5,77.938,0.5760000000000001,7.04,15.665,3.609,1,0.526
2221,2,C SH,NOLAN,3023.0,76.813,0.5820000000000001,6.162000000000001,14.443,3.682,1,0.5
2222,2,C SH,NOLAN,3023.5,77.688,0.585,4.795,13.075999999999999,3.8360000000000003,1,0.474
2223,2,C SH,NOLAN,3024.0,77.563,0.593,4.761,13.159,4.262,1,0.447
2224,2,C SH,NOLAN,3024.5,78.563,0.595,4.461,12.97,4.102,1,0.42100000000000004
2225,2,C SH,NOLAN,3025.0,76.0,0.593,4.4110000000000005,13.265,3.957,1,0.395
2226,2,C SH,NOLAN,3025.5,80.688,0.591,4.974,12.799000000000001,3.75,1,0.368
2227,2,C SH,NOLAN,3026.0,82.125,0.585,6.129,13.158,3.8710000000000004,1,0.342
2228,2,C SH,NOLAN,3026.5,84.5,0.57,6.155,13.523,3.9730000000000003,1,0.316
2229,2,C SH,NOLAN,3027.0,86.68799999999999,0.557,5.999,13.484000000000002,3.674,1,0.289
2230,2,C SH,NOLAN,3027.5,87.25,0.546,5.8839999999999995,13.597999999999999,3.596,1,0.263
2231,2,C SH,NOLAN,3028.0,87.375,0.531,6.392,13.187999999999999,3.467,1,0.237
2232,2,C SH,NOLAN,3028.5,87.0,0.518,5.941,13.883,3.676,1,0.21100000000000002
2233,2,C SH,NOLAN,3029.0,97.375,0.519,7.357,15.299000000000001,3.641,1,0.184
2234,2,C SH,NOLAN,3029.5,100.56299999999999,0.515,6.8420000000000005,17.865,3.365,1,0.158
2235,2,C SH,NOLAN,3030.0,102.625,0.516,6.555,18.152,3.242,1,0.132
2236,2,C SH,NOLAN,3030.5,93.75,0.53,3.7880000000000003,17.209,3.176,1,0.105
2237,3,C SH,NOLAN,3031.0,94.93799999999999,0.562,6.042999999999999,16.955,3.318,1,0.079
2238,8,C LM,NOLAN,3031.5,81.125,0.597,5.83,19.023,3.1310000000000002,1,0.053
2239,8,C LM,NOLAN,3032.0,58.188,0.643,6.517,15.26,3.3339999999999996,1,0.026000000000000002
2240,8,C LM,NOLAN,3032.5,32.969,0.69,2.971,11.14,3.5180000000000002,2,1.0
2241,8,C LM,NOLAN,3033.0,20.969,0.7340000000000001,2.5780000000000003,6.747999999999999,4.121,2,0.991
2242,8,C LM,NOLAN,3033.5,14.460999999999999,0.782,1.403,6.947,4.0,2,0.982
2243,8,C LM,NOLAN,3034.0,13.609000000000002,0.8590000000000001,0.948,7.059,4.305,2,0.973
2244,8,C LM,NOLAN,3034.5,13.25,0.9079999999999999,-0.063,7.534,4.555,2,0.9640000000000001
2245,8,C LM,NOLAN,3035.0,19.219,0.909,0.336,7.476,4.731,2,0.955
2246,8,C LM,NOLAN,3035.5,19.641,0.888,0.8420000000000001,7.41,3.815,2,0.946
2247,5,C LM,NOLAN,3036.0,24.266,0.862,1.4369999999999998,6.864,3.117,2,0.938
2248,5,C LM,NOLAN,3036.5,26.141,0.818,1.16,7.727,2.75,2,0.929
2249,5,C LM,NOLAN,3037.0,29.594,0.773,2.3480000000000003,8.687000000000001,2.957,2,0.92
2250,5,C LM,NOLAN,3037.5,32.938,0.7340000000000001,3.005,10.374,3.0780000000000003,2,0.9109999999999999
2251,5,C LM,NOLAN,3038.0,36.844,0.6970000000000001,3.034,12.005,3.283,2,0.902
2252,5,C LM,NOLAN,3038.5,44.188,0.667,2.897,12.435,3.1719999999999997,2,0.893
2253,5,C LM,NOLAN,3039.0,50.625,0.6609999999999999,3.8489999999999998,12.703,3.031,2,0.884
2254,4,C LM,NOLAN,3039.5,57.0,0.672,5.3389999999999995,12.825,2.932,2,0.875
2255,4,C LM,NOLAN,3040.0,57.468999999999994,0.69,5.763999999999999,13.132,2.943,2,0.866
2256,4,C LM,NOLAN,3040.5,48.531000000000006,0.7090000000000001,5.242999999999999,12.384,3.182,2,0.857
2257,5,C LM,NOLAN,3041.0,40.469,0.728,3.199,10.228,3.137,2,0.848
2258,6,C LM,NOLAN,3041.5,32.813,0.752,1.314,8.11,3.3560000000000003,2,0.8390000000000001
2259,5,C LM,NOLAN,3042.0,38.563,0.79,0.809,6.809,3.557,2,0.83
2260,5,C LM,NOLAN,3042.5,46.906000000000006,0.8440000000000001,1.9240000000000002,7.696000000000001,3.4810000000000003,2,0.821
2261,5,C LM,NOLAN,3043.0,54.593999999999994,0.8959999999999999,2.275,8.613999999999999,3.3539999999999996,2,0.813
2262,5,C LM,NOLAN,3043.5,51.218999999999994,0.9309999999999999,1.239,8.38,3.443,2,0.804
2263,5,C LM,NOLAN,3044.0,40.688,0.94,-0.242,6.443,3.8710000000000004,2,0.795
2264,5,C LM,NOLAN,3044.5,34.406,0.9390000000000001,-0.591,5.181,4.105,2,0.7859999999999999
2265,5,C LM,NOLAN,3045.0,31.296999999999997,0.95,-0.182,4.333,4.109,2,0.777
2266,5,C LM,NOLAN,3045.5,36.469,0.9670000000000001,0.16899999999999998,4.567,4.125,2,0.768
2267,5,C LM,NOLAN,3046.0,38.906,0.972,0.217,4.959,4.098,2,0.759
2268,5,C LM,NOLAN,3046.5,41.906000000000006,0.9690000000000001,0.11699999999999999,5.888999999999999,3.783,2,0.75
2269,5,C LM,NOLAN,3047.0,38.719,0.9570000000000001,0.069,6.181,3.594,2,0.741
2270,5,C LM,NOLAN,3047.5,38.125,0.938,0.28800000000000003,6.744,3.57,2,0.732
2271,5,C LM,NOLAN,3048.0,41.968999999999994,0.915,0.516,6.516,3.65,2,0.723
2272,5,C LM,NOLAN,3048.5,45.031000000000006,0.89,1.186,6.04,3.955,2,0.7140000000000001
2273,5,C LM,NOLAN,3049.0,47.125,0.8640000000000001,2.279,5.191,4.242,2,0.705
2274,5,C LM,NOLAN,3049.5,57.75,0.838,1.9480000000000002,7.0360000000000005,4.402,2,0.696
2275,4,C LM,NOLAN,3050.0,68.375,0.82,2.926,9.037,4.383,2,0.688
2276,6,C LM,NOLAN,3050.5,77.313,0.8140000000000001,3.614,10.644,4.172,2,0.679
2277,6,C LM,NOLAN,3051.0,66.313,0.815,4.063,10.975999999999999,4.207,2,0.67
2278,8,C LM,NOLAN,3051.5,61.406000000000006,0.8109999999999999,3.1860000000000004,9.753,4.066,2,0.6609999999999999
2279,8,C LM,NOLAN,3052.0,62.438,0.8079999999999999,2.053,8.738,4.172,2,0.652
2280,8,C LM,NOLAN,3052.5,80.875,0.8059999999999999,1.712,7.712000000000001,3.951,2,0.643
2281,8,C LM,NOLAN,3053.0,96.5,0.8170000000000001,1.956,7.272,3.963,2,0.634
2282,8,C LM,NOLAN,3053.5,120.18799999999999,0.8390000000000001,2.635,7.0329999999999995,3.877,2,0.625
2283,8,C LM,NOLAN,3054.0,165.625,0.868,3.205,7.147,4.148,2,0.616
2284,4,C LM,NOLAN,3054.5,219.375,0.89,3.5039999999999996,8.019,4.023,2,0.607
2285,4,C LM,NOLAN,3055.0,247.5,0.909,3.195,8.622,3.885,2,0.598
2286,4,C LM,NOLAN,3055.5,216.75,0.92,2.845,8.728,3.818,2,0.589
2287,4,C LM,NOLAN,3056.0,166.625,0.927,2.713,8.029,4.027,2,0.58
2288,4,C LM,NOLAN,3056.5,119.06299999999999,0.9329999999999999,2.6889999999999996,8.005,4.422,2,0.5710000000000001
2289,4,C LM,NOLAN,3057.0,96.56299999999999,0.9390000000000001,2.528,7.726,4.468999999999999,2,0.563
2290,4,C LM,NOLAN,3057.5,78.188,0.9390000000000001,2.023,8.134,4.371,2,0.5539999999999999
2291,4,C LM,NOLAN,3058.0,78.188,0.938,2.249,8.249,4.062,2,0.545
2292,4,C LM,NOLAN,3058.5,70.75,0.9359999999999999,2.249,8.249,4.062,2,0.536
2293,4,C LM,NOLAN,3059.0,61.5,0.932,2.12,8.231,4.137,2,0.527
2294,4,C LM,NOLAN,3059.5,56.813,0.9259999999999999,1.909,8.248,4.105,2,0.518
2295,4,C LM,NOLAN,3060.0,52.281000000000006,0.9209999999999999,1.109,8.022,3.965,2,0.509
2296,4,C LM,NOLAN,3060.5,48.438,0.9129999999999999,1.534,8.329,3.674,2,0.5
2297,9,C LM,Recruit F9,3018.0,32.78,0.723,1.2,13.11,5.1,2,0.18600000000000003
2298,9,C LM,Recruit F9,3018.5,23.5,0.711,0.3,12.3,5.2,2,0.17600000000000002
2299,9,C LM,Recruit F9,3019.0,28.33,0.706,0.5,11.79,5.3,2,0.16699999999999998
2300,9,C LM,Recruit F9,3019.5,31.12,0.7040000000000001,1.7,11.325,5.3,2,0.157
2301,9,C LM,Recruit F9,3020.0,28.68,0.7090000000000001,1.9,11.165,5.4,2,0.147
2302,9,C LM,Recruit F9,3020.5,31.67,0.721,1.6,10.535,5.4,2,0.13699999999999998
2303,9,C LM,Recruit F9,3021.0,39.75,0.733,0.9,10.04,5.5,2,0.127
2304,9,C LM,Recruit F9,3021.5,36.56,0.747,2.0,8.545,5.3,2,0.11800000000000001
2305,9,C LM,Recruit F9,3022.0,36.56,0.747,2.0,8.545,5.3,2,0.11800000000000001
2306,9,C LM,Recruit F9,3022.5,37.21,0.764,2.7,7.73,5.6,2,0.10800000000000001
2307,9,C LM,Recruit F9,3023.0,35.8,0.777,2.5,8.195,5.7,2,0.098
2308,9,C LM,Recruit F9,3023.5,36.56,0.784,1.4,10.29,5.8,2,0.08800000000000001
2309,9,A1 LM,Recruit F9,2843.0,36.084,0.882,1.6,8.2,4.125,2,0.645
2310,9,A1 LM,Recruit F9,2843.5,29.344,0.897,0.1,7.25,4.23,2,0.632
2311,9,B2 LM,Recruit F9,2914.0,19.462,0.598,3.4,6.8,6.321000000000001,2,0.556
2312,9,B2 LM,Recruit F9,2914.5,19.552,0.581,3.1,6.95,6.16,2,0.519
2313,9,B2 LM,Recruit F9,2915.0,20.653000000000002,0.529,0.9,8.65,5.865,2,0.48100000000000004
2314,9,B2 LM,Recruit F9,2915.5,23.371,0.45,-1.0,11.3,5.315,2,0.444
2315,9,B2 LM,Recruit F9,3009.5,31.453000000000003,0.899,0.99,12.242,4.52,2,0.833
2316,9,B2 LM,Recruit F9,3010.0,37.844,0.895,1.105,12.128,4.727,2,0.8
2317,9,B2 LM,Recruit F9,3010.5,43.313,0.898,0.9159999999999999,12.512,4.687,2,0.767
2318,9,B2 LM,Recruit F9,3011.0,41.906000000000006,0.8909999999999999,0.7929999999999999,13.074000000000002,4.593999999999999,2,0.733
2319,9,B2 LM,Recruit F9,3011.5,35.063,0.878,0.49200000000000005,13.229000000000001,4.867,2,0.7
2320,9,B2 LM,Recruit F9,3012.0,32.531,0.867,-0.022000000000000002,12.376,4.93,2,0.667
2321,9,B2 LM,Recruit F9,3012.5,30.906,0.85,-1.111,11.17,5.352,2,0.633
2322,9,B2 LM,Recruit F9,3013.0,32.188,0.821,-1.42,9.721,4.961,2,0.6
2323,9,B2 LM,Recruit F9,3013.5,34.281,0.778,-1.263,9.076,5.012,2,0.5670000000000001
2324,9,B2 LM,Recruit F9,3014.0,40.844,0.7240000000000001,-0.57,8.283999999999999,4.652,2,0.5329999999999999
2325,9,B5 LM,Recruit F9,3061.5,52.281000000000006,0.486,3.68,17.218,7.652,2,0.75
2326,9,B5 LM,Recruit F9,3062.0,48.125,0.479,4.463,18.34,7.598,2,0.733
2327,9,B5 LM,Recruit F9,3062.5,49.406000000000006,0.462,4.29,18.512,6.941,2,0.7170000000000001
2328,9,B5 LM,Recruit F9,3063.0,42.688,0.429,3.075,19.239,5.539,2,0.7
2329,9,B5 LM,Recruit F9,3063.5,41.438,0.387,1.8459999999999999,19.15,5.027,2,0.6829999999999999
2330,9,B5 LM,Recruit F9,3064.0,37.219,0.348,0.672,19.006,5.144,2,0.667
2331,9,B5 LM,Recruit F9,3064.5,38.656,0.314,0.292,17.824,5.632999999999999,2,0.65
2332,9,B5 LM,Recruit F9,3065.0,43.0,0.28300000000000003,0.828,17.336,6.231,2,0.633
2333,9,B5 LM,Recruit F9,3065.5,42.531000000000006,0.257,1.594,17.302,5.898,2,0.617
2334,9,B5 LM,Recruit F9,3066.0,41.188,0.23399999999999999,1.921,17.512,5.754,2,0.6
2335,9,B5 LM,Recruit F9,3066.5,38.25,0.21100000000000002,1.4980000000000002,16.861,5.609,2,0.583
2336,9,B5 LM,Recruit F9,3067.0,39.219,0.184,1.629,15.850999999999999,6.711,2,0.5670000000000001
2337,9,B5 LM,Recruit F9,3067.5,40.938,0.16699999999999998,2.7060000000000004,15.214,8.094,2,0.55
2338,9,B5 LM,Recruit F9,3068.0,38.0,0.158,3.576,15.857000000000001,6.902,2,0.5329999999999999
2339,9,B5 LM,Recruit F9,3068.5,37.938,0.14800000000000002,3.3080000000000003,16.273,6.742000000000001,2,0.517
2340,9,B5 LM,Recruit F9,3069.0,35.156,0.133,3.2239999999999998,16.99,6.18,2,0.5
2341,9,B5 LM,Recruit F9,3069.5,36.094,0.11800000000000001,2.679,17.585,6.422000000000001,2,0.483
2342,9,B5 LM,Recruit F9,3070.0,37.063,0.106,2.082,19.158,5.484,2,0.467
2343,9,B5 LM,Recruit F9,3070.5,41.0,0.1,1.348,19.453,5.398,2,0.45
2344,9,B5 LM,Recruit F9,3071.0,42.031000000000006,0.106,1.723,18.688,5.297000000000001,2,0.433
2345,9,B5 LM,Recruit F9,3071.5,43.343999999999994,0.12300000000000001,2.001,18.165,5.426,2,0.41700000000000004
2346,9,B5 LM,Recruit F9,3072.0,40.906,0.151,1.666,17.719,4.93,2,0.4
2347,9,B5 LM,Recruit F9,3072.5,40.531,0.184,1.033,17.424,4.894,2,0.38299999999999995
2348,9,B5 LM,Recruit F9,3073.0,39.5,0.22699999999999998,0.945,16.535999999999998,5.047,2,0.36700000000000005
2349,9,B5 LM,Recruit F9,3073.5,42.281000000000006,0.29,0.659,16.137999999999998,5.391,2,0.35
2350,9,B5 LM,Recruit F9,3074.0,46.063,0.366,0.74,15.764000000000001,5.652,2,0.33299999999999996
2351,9,B5 LM,Recruit F9,3074.5,47.063,0.446,0.122,15.600999999999999,5.507999999999999,2,0.317
2352,9,B5 LM,Recruit F9,3075.0,45.718999999999994,0.516,0.39799999999999996,16.105999999999998,5.352,2,0.3
2353,9,B5 LM,Recruit F9,3075.5,42.406000000000006,0.585,1.393,16.527,4.926,2,0.28300000000000003
2354,9,B5 LM,Recruit F9,3076.0,41.593999999999994,0.643,2.044,16.266,4.875,2,0.267
2355,9,B5 LM,Recruit F9,3076.5,44.531000000000006,0.68,1.426,15.42,5.031000000000001,2,0.25
2356,9,B5 LM,Recruit F9,3077.0,49.25,0.7070000000000001,0.18100000000000002,13.491,6.062,2,0.233
2357,9,B5 LM,Recruit F9,3077.5,59.593999999999994,0.735,-0.061,11.536,6.227,2,0.217
2358,9,B5 LM,Recruit F9,3078.0,74.0,0.768,0.243,9.67,5.672000000000001,2,0.2
2359,9,B5 LM,Recruit F9,3078.5,127.5,0.802,1.28,8.876,4.406000000000001,2,0.183
2360,9,B5 LM,Recruit F9,3079.0,185.25,0.83,3.48,7.995,3.912,2,0.16699999999999998
2361,9,B5 LM,Recruit F9,3079.5,222.5,0.852,4.614,6.959,3.557,2,0.15
2362,9,B5 LM,Recruit F9,3080.0,74.0,0.768,0.243,9.67,5.672000000000001,2,0.2
2363,9,C LM,Recruit F9,3104.0,18.297,1.294,0.22699999999999998,2.8,4.66,2,0.9520000000000001
2364,9,C LM,Recruit F9,3104.5,26.609,1.273,1.905,3.905,4.656000000000001,2,0.9440000000000001
